sentence_1	sentence_2	score
The decision unnerved voting officials who already have been warning they have barely enough time to organize the election.	American forces here organized the elections which officials say are important steps toward establishing democracy in Iraq	0
The Senate's proposal will need the support of the Democrat-led Assembly and Pataki to become law.	At the United Nations the United States and Britain are seeking backing for their agenda to hand over power to Iraqis	0
The chip also features an updated LongRun power and heat management system.	The product also features an updated release of the Apache Web server as well as Apache Tomcat and Apache Axis	0
His movies include Malcolm X, Summer of Sam, Jungle Fever and Do the Right Thing.	They include French President Jacques Chirac and German Chancellor Gerhard Schroeder	1
They remain 40 percent below the levels prior to February's initial overstatement news.	They have a cell phone and everybody that has a cell phone wishes they had a better one.	0
The King of Prussia-based company could liquidate the other two chains if it cannot find a buyer by then, the company said.	The company based in King of Prussia near Philadelphia said it could liquidate the other two chains if it cannot find a buyer for them	1
After that, he plans to have dinner at Camp Bondsteel with U.S. troops stationed there.	He plans to have dinner with troops at Kosovos US military headquarters Camp Bondsteel	1
SMILING bomber Amrozi was inspired to launch an attack on Bali after his former Australian boss revealed the tourist island was a haven for sinful behaviour by westerners.	BALI bomber Amrozi claims he was inspired to launch an attack on the tourist island after his Australian boss revealed Bali was a haven for sinful behaviour of Westerners	1
Belgium said yesterday that it has decided to scrap a war crimes law used to launch cases against President Bush and Prime Minister Ariel Sharon of Israel.	Meanwhile the Connecticut attorney general Richard Blumenthal said he was considering legal action against Mr Abrahams order	0
Last year, Bush appointed him to the Homeland Security Advisory Council.	Chances were he said more than a week ago he would see people who year after year pick the same place to sit	0
Deposit and loan growth, strong investment banking and trading results and strong growth in mortgage and card revenues drove this quarter's results.	His lack of co-operation was allowing other JI operatives to remain at large, where they threatened further terrorist acts, Mr Dila said.	0
Kelly said Mr Rumsfeld last month made the unsolicited suggestion that this year's honour should go to all men and women who wear the US uniform.	Kelly said Rumsfeld in a November interview made the unsolicited suggestion that this years honor go to all men and women who wear the US uniform	1
The new variation of Blaster was identified Wednesday, according to antivirus company Sophos.	Earlier Friday Taiwan reported 55 new cases but no new deaths	0
Galveston County District Attorney Kurt Sistrunk told Criss Wednesday his office only this week received the recordings.	The Bluetooth SIG made its announcement at the Bluetooth World Congress in Amsterdam this week	1
I don't want to be the candidate for guys with Confederate flags in their pickup trucks, said Missouri Congressman Dick Gephardt.	I still want to be the candidate for guys with Confederate flags in their pickup trucks he told The Des Moines Register	1
The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.	The technologylaced Nasdaq Composite Index IXIC rose 825 points or 045 percent to 186115	0
The market remains pinned in a narrow range after a powerful rally drove the broad Standard & Poor's 500 index .SPX up more than 20 percent since mid-March.	The market remains pinned in a narrow range after a powerful rally pushed the broad SP 500 index up more than 20 percent since midMarch	1
In recent years, Hampton kept in touch with friends and stayed in trouble: He faced charges of fare-beating and credit-car theft.	Bush also hoped to polish his anti-AIDS credentials in Uganda, which has been hailed as an African pioneer in fighting the killer disease.	0
We have concluded that the outlook for price stability over the medium term has improved significantly since our last decision to lower interest rates, Duisenberg said.	The value of the deal has increased since BP first announced it in February	0
Peterson helped raise Ratliff's two daughters, Margaret and Martha Ratliff, who supported him throughout the trial.	Ratliffs daughters Margaret and Martha Ratliff were adopted by Peterson after their mothers death	0
If convicted, Ciobanu could face up to 15 years in prison based on new laws in Romania designed to prosecute cybercrime, Softwin said.	Most of the 250 persons living near the disaster site were asleep when the cloudburst took place, the second such incident in three weeks.	0
They cover more than 300,000 UAW workers and 500,000 retirees and spouses.	Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday.	0
Max Factor cosmetics heir and fugitive rapist Andrew Luster was captured Wednesday in a nightclub at the beach resort of Puerto Vallarta, Mexico, authorities said.	MAX Factor cosmetics heir and fugitive rapist Andrew Luster was captured today in Puerto Vallarta Mexico authorities in the United States said	1
They say inspectors must certify that Iraq is free of weapons of mass destruction before sanctions can be lifted.	The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay.	0
As many as 1,200 students at Wheaton College will gather in the gym Friday night for the first real dance in the Christian school's 143-year history.	Tonight 21yearold Morgan and as many as 1200 fellow students at Wheaton College will gather in the gym for the first real dance in the schools 143year history	1
Its shares fell 4.6 percent, or $4.04, to $83.38 and was the blue-chip Dow's biggest percent loser.	Altria shares fell 22 percent or 96 cents to 4272 and were the Dows biggest percentage loser	1
Those involved were allegedly told to never speak of the incident again, according to the letter.	The two others, former Dynegy executives Helen Christine Sharkey, 31, and Gene Shannon Foster, 44, pleaded guilty Tuesday to one count of conspiracy to commit securities fraud.	0
Mr. Florence died Thursday of heart failure, said the couple's lawyer, Maranda Fritz.	Axelrod died in his sleep of heart failure said his daughter Nina Axelrod	1
Egyptologists cast doubt Tuesday on an expedition's claim that it may have found the mummy of Queen Nefertiti, one of the best-known ancient Egyptians.	Please keep doing your homework said Bavelier the mother of 6yearold twins and a 2year old	0
In Ventura County, the number of closings and advisories dropped by 73 percent, from 1,540 in 2001 to 416 last year.	The companys operating loss rose 59 percent to 73 million from 46 million a year earlier	0
Subway and bus fares rose 33 percent, from $1.50 to $2, on May 4, while average 25 percent increases took effect May 1 on suburban trains.	The ECB has cut rates from 475 percent in October 2000 to 25 percent in that period	0
Billy Hodge, 11, is engrossed with the Harry Potter series books.	Indeed the Harry Potter series stands in a class by itself	1
You have to dig deep and come up with the goods against guys who are out there competing with you.	Cisco has similar relationships with BellSouth competitors SBC Communications ATT and Sprint Communications	0
A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday.	The market remains pinned in a narrow range after a powerful rally drove the broad Standard  Poors 500 index SPX up more than 20 percent since midMarch	0
Excluding one-time items, it expects profit of 11 cents to 15 cents a share.	He said the allegations were that certain cereals companies were tipped off to grain prices two hours before they were officially available.	0
She was the only woman in her unit and a member of Teamsters Local 995.	All three were studied for fingerprints, DNA and other traces of evidence, but there has been no testimony yet about what the tests might have yielded.	0
Unilever Bestfoods said its I Can't Believe It's Not Butter' margarine spreads will be free of trans fat by next year.	Trans fat makes up only 1 percent to 3 percent of the total fat Americans consume compared with 14 percent for saturated fat	0
Intel was disappointed and assessing its options in the event Mr. Hamidi resumes his spamming activity against Intel, spokesman Chuck Mulloy said.	Intel spokesman Chuck Mulloy said the company was disappointed and assessing its options in the event Mr Hamidi resumes his spamming activity against Intel	1
She countersued for $125 million, saying G+J broke its contract with her by cutting her out of key editorial decisions and manipulated the magazine's financial figures.	The 13-year veteran has passed for 21,438 yards and 118 touchdowns with 67 interceptions.	0
Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer.	Sen Charles Schumer DNY sent a letter to President Bush Wednesday demanding action on the legislation	0
CS Financial Services made a 666 million franc net profit, six percent less than in the fourth quarter of last year.	Both the S&P 500 and the Nasdaq indexes have scored three straight weeks of gains.	0
He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it, she said.	Poland, Spain and Germany, were ready to talk about a deal, he said.	0
A photograph of the doctor's son, Ariel, holding the guitar appeared in the National Enquirer two weeks after Harrison's death.	For proof look no further than this weeks Consumer Electronics Show CES in Las Vegas	0
They argue that proposed congressional redistricting maps reviewed by the Legislature would disenfranchise minorities and rural Texas.	Democrats argue they are not constitutionally required to redraw the lines and that proposed maps would disenfranchise minorities and rural Texas	1
The Senate majority leader, Bill Frist, R-Tenn., said he hoped Congress would finish work on the legislation by late September.	I think its going to be a close vote but I think the grant proposals going to win said Sen Mitch McConnell assistant majority leader	0
Ridge said no actual explosives or other harmful substances will be used.	A second bomb evidently carried by the other woman did not explode the authorities found explosives and detonated them afterward	0
But while the prime minister's trial judders to a halt, his co-defendants in the same case are not protected.	While he is now spared that threat his codefendants in the same case are not protected	0
Already large swells and dangerous surf have arrived along the mid-Atlantic.	Large swells and dangerous surf already were being felt along sections of the coast	1
Synthes-Stratec's cash payment for Mathys will be made up of money on hand, plus bank borrowings arranged by Credit Suisse First Boston.	The seizure of the money was confirmed by a United States Treasury official assigned to work with Iraqi financial officers here to rebuild the countrys banking and financial system	0
The warnings were issued on Djibouti, Eritrea, Ethiopia, Somalia, Tanzania and Uganda.	Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic the southeastern Bahamas and the Turks and Caicos islands	1
Defense attorneys said Durst accidentally shot Black in the face as they struggled for a gun after the elderly man illegally entered his apartment.	Dursts attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment	1
While dioxin levels in the environment were up last year, they have dropped by 75 percent since the 1970s, said Caswell.	The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s	1
AMD had revenue of $715 million and a loss of 42 cents a share during the March quarter.	In the first quarter SCO had reported a net loss of 724000 or 6 cents per diluted share on revenue of 135 million	1
Manfred Bischoff, EADS co-chairman and also a member of the management board of DaimlerChrysler, said both EPI and Pratt & Whitney had presented excellent proposals.	Manfred Bischoff EADS cochairman and a member of DaimlerChryslers management board said EPI and PW had presented excellent proposals	1
Altria shares fell 2.5 percent or $1.11 to $42.57 and were the Dow's biggest percentage loser.	Altria shares fell 22 percent or 96 cents to 4272 and were the Dows biggest percentage loser	1
Mr. Soros branded Mr. Snow's policy shift a mistake.	Before Sunday, 19 firefighters assigned to wildfires had died on duty this year, according to Tracey Powers of the National Interagency Fire Center in Boise.	0
The Virginia attorney-general, Jerry Kilgore, accused the Supreme Court of undermining Virginia's right to pass legislation that reflects the views and values of our citizens.	The sentence reflects the seriousness with which our office and the courts views these crimes Spitzer said in a statement	0
The chip also features an updated LongRun power and heat management system.	It also features Nvidias own PowerMizer power management system	1
The loonie, meanwhile, continued to slip in early trading Friday.	The euro soared to US11914 in Asian trading before slipping back slightly to US11895 as trading opened in Europe	1
In Taiwan, officials handed out free thermometers in an island-wide ``take-your-temperature'' campaign amid signs containment efforts were paying off.	He had been in protective custody since being transferred to SouzaBaranowski in April officials said	0
The discoveries came a day after a package bomb burst into flames in the Bologna, Italy home of EU Commission President Romano Prodi, who was not injured.	Eightysix UN workers who were wounded in Tuesdays bombing were airlifted out for medical care	0
In central Chungchong province, a landslide caused a Seoul-bound Saemaeul Express train to derail, injuring 28 people, local television said.	Naval Academy spokesman Cmdr. Rod Gibbons said: ``Today's announcement came as a surprise.	0
Andrew Sugden, an evolutionary biology expert and the international managing editor of Science, described the find as a milestone.	He acted as an international executive producer on Who Wants to be a Millionaire and The Weakest Link	0
But in the end, all the worm did was visit a pornography site, said Vincent Weafer, a security director with Symantec Security Response in California.	Twentyseven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp a Greek Orthodox facility when the mudslide roared through	0
The Texas congressional delegation now is 17-15 Democratic.	Democrats currently hold a 1715 advantage in the states congressional delegation	1
Because the companies described the talks as exclusive, it's likely they signed an agreement saying Dynegy wouldn't talk to other suitors for a certain period.	But Mr Kenny said his advice to Mr Hicks  if they are ever allowed to meet or speak  may well be that he accept a deal	0
Giving up half the duties is one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms.	While Qureia is respected and has a history of negotiating with the Israelis a warm welcome is not expected	0
Germany is on the right path, he added, specifying his government's announced structural reform plan, known as Agenda 2010, and tax cuts.	Germany is on the right path Mr Schrder said specifying his governments announced structural reform plan known as Agenda 2010 and cuts in taxes	1
In 2002, Linksys overtook Cisco Systems as the leading wireless equipment vendor, accounting for 14.1 percent of revenue.	Shares in Juniper Networks jumped more than 10 per cent on Monday after the networking equipment maker inked a sales and marketing deal with Lucent Technologies	0
Lt. Gov. David Dewhurst suggested a political motive for the report, saying: It sounds like the Republican primary started early this year.	SARS, the deadly respiratory disease first detected in China last November, gave the agency its first real test of a new state-of-the-art emergency operations center.	0
Ridge said no actual explosives or other harmful substances will be used.	A second bomb evidently carried by the other woman did not explode the authorities detonated the explosives later	0
The worker's taxable income is reduced by that amount, saving money at tax time.	In the 1990s, the board found, budget cuts and trade-offs etched away at the shuttle program's thin margins of safety.	0
We do not use service members as guinea pigs, William Winkenwerder, assistant secretary of defense for health affairs, told a Pentagon briefing.	Dr William Winkenwerder assistant secretary of Defense for health affairs said the vaccine poses little danger	1
Werdegar also said Intel's servers weren't harmed by the computer messages and the thousands of recipients were able to request that the E-mails stop, which Hamidi honored.	She also noted that Intels servers were not harmed and that the thousands of Hamidi email recipients were able to request that the emails stop which Hamidi honored	1
The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers, but to overuse of antibiotics by doctors.	New farmers say they have increased the numbers of dogs they keep for protection but former farmers say the packs are used to hunt depleted wildlife	0
Whitey Bulger is now on the law enforcement agency's 10 Most Wanted list alongside Osama bin Laden.	The legislation opens the way for police and other personnel to be deployed to the Solomons and to carry out law enforcement functions	0
According to Central Command's initial reports, the attackers fired from a mosque in the city.	Ms. Gelinas said only 1.5 per cent of those have been fully re-evaluated.	0
Mr Goh said that it was 'especially important given the Sars situation in Singapore'.	Mr Goh on his part described the visit as especially important  given the SARS situation	0
Immediately after the blast, people portraying some of the 150 victims stumbled amid the wreckage as emergency vehicles converged on the scene.	Most of the 250 persons living near the disaster site were asleep when the cloudburst took place the second such incident in three weeks	0
Sweeney is to formally announce the campaign in a speech Wednesday in Detroit.	The Standard & Poor's 500 index rose 11.67, or 1.2 percent, to 975.26, having risen 3.3 percent last week.	0
The crime report surveyed 11,600 police and law enforcement agencies nationwide.	The report details crime reported to law enforcement agencies statewide	1
She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local.	She was the only woman in her unit and a member of Teamsters Local 995	1
Only two other countries, Germany and the Dominican Republic, have publicly expressed reservations, and Germany has since said it will sign it.	Only two other countries the Dominican Republic and Germany publicly expressed reservations about the treaty and Germany has since said it will support the pact	1
The stalemate, over less than 1 percent of the budget, is more about politics than policy.	Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.	0
Avon bondholders have no recourse to Midlands's assets and at one point feared Aquila would default on interest payments.	This deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over, Geer added.	0
Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market.	Shares in Tellabs were up 16 cents or 22 percent at 734 in morning trading on Nasdaq	0
Against the Swiss franc CHF= , the dollar was at 1.3172 francs, down 0.60 percent.	The Swiss franc rose three quarters of a percent against the dollar and was last at 12980 to the greenback	1
A second bomb, evidently carried by the other woman, did not explode; the authorities found explosives and detonated them afterward.	Two Inland Valley lawmakers revealed it might be possible for Democrats to entice some Republicans to support a tax hike.	0
On Friday, every major exhibitor will donate time to play daily trailers on all screens in more than 5,000 U.S. theaters.	Beginning Friday every major exhibitor in the country will donate time to play trailers in more than 5000 theaters across the United States	1
This attack was wrong, and it was dangerous to our goals, Raymond said.	Nonetheless the opensource guru insisted This attack was wrong and it was dangerous to our goals	1
Contrary to the court's decision, we firmly believe Congress gave the F.T.C. authority to implement the national do-not-call list, the congressmen said in a statement.	The Bank of England starts a two-day policy meeting on Wednesday and is expected to leave British interest rates steady at 3.75 percent on Thursday.	0
U.S. stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months	1
On Wednesday, the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint.	Cambone said US forces found the tractortrailer April 19 at a Kurdish checkpoint near the city of Mosul in northern Iraq	0
The euro rose as high as $1.1535 -- a fresh four-year high -- in early Asian trading before standing at $1.1525/30 .	Against the dollar the euro rose as high as 11537  a fresh fouryear high and up a half cent from around 11480 in late US trade	1
Anyone with information is asked to call Detective Kevin Umphrey at 688-4163 or Crime Stoppers at (800) 458-8477.	Dell has about 32 percent of the U.S. market, but much lower share in the rest of the world.	0
Joan B. Kroc, the billionaire widow of McDonald's Corp. founder Ray Kroc, died Sunday after a brief bout with brain cancer.	Joan B Kroc the billionaire widow of McDonalds founder Ray Kroc known for her philanthropy died Sunday of brain cancer	1
Mr. Marshall demonstrated a preference for results over rhetoric in preparing the Civil Rights Act.	De Sole said in the results statement that group performance would improve in the second half of the year and beyond	0
Naval Academy spokesman Cmdr. Rod Gibbons said: ``Today's announcement came as a surprise.	We think its great news said Enron spokesman Eric Thode	1
In Open Range, Costner plays a cowboy who works with cattleman Robert Duvall.	The collaboration gives architect David Childs who has done extensive work with Silverstein the lead role in developing the tower which is to be the worlds tallest	0
The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate group in North America.	Think Dynamics which is based in Toronto will become part of IBMs Software Group	0
The Matrix Reloaded, which opened in limited previews Wednesday night, took in an estimated $135.8 million for all five days.	SpiderMan rated PG13 snatched 1147 million in its first weekend and went on to take in 4037 million	0
Seven Air Force Academy cadets face punishment for drinking with two high school girls in the latest incident to embarrass the academy.	The two cases concerned the admissions policies of the University of Michigans law school and undergraduate college	0
He beat testicular cancer that had spread to his lungs and brain.	Hernandez had breast cancer and Moore is being treated for nonHodgkins lymphoma	0
Two Japanese diplomats were also killed in an ambush near Tikrit, according to the Japanese Foreign Ministry.	Two CIA operatives have been killed in an ambush in Afghanistan the CIA said yesterday	1
Yesterday, shares closed up 29 cents, or 0.54 percent, at $54.32.	Axcans shares closed down 63 Canadian cents or 4 percent at C1693 in Toronto on Tuesday	0
The report quotes extensively from internal e-mails, including one from a former CIBC executive who described the returns earned by the bank on its Enron deals as outrageous.	He was a close associate of Sept. 11 mastermind Khalid Shaikh Mohammed, Bush said.	0
Messagelabs, which runs outsourced e-mail servers for 700,000 customers around the world, has labeled the worm high risk and reports more than 31,000 infections in 120 countries.	MessageLabs which runs outsourced email servers for 700000 customers around the world said it had filtered out 27000 infected emails in 115 countries as of Thursday morning	1
Under the proposed stock for stock transaction, LendingTree shareholders will get 0.6199 shares of USAI common stock for each share of LendingTree common stock.	Under the proposal Slocan shareholders will get 13147 Canfor shares for each common share	1
Thyroid hormones are known to help in weight loss by stimulating metabolism - and cutting cholesterol - but come with the unwanted side effect of speeding up the heartbeat.	Thyroid hormones are known to help in weight loss by stimulating metabolism and they can help cut cholesterol too	1
At least 36 deaths have been blamed on the storm, 20 of them in Virginia.	At 12 Lionel Tate was charged with firstdegree murder over the death of Tiffany Eunick	0
Tomorrow's testimony is to give an inside look at tax shelter development and marketing.	He also objects to the sales and personal income tax increases in the package	0
Muhammad and fellow sniper suspect Lee Boyd Malvo, who goes on trial Nov. 10, were arrested Oct. 24, 2002, at a Maryland highway rest stop.	Lee Boyd Malvo will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad	1
The tone was set by Hu, 60, who became the Communist Party's general secretary last November and then the country's president this March.	He replaces Leland Brendsel 61 who retired as chairman and chief executive	0
The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04, its lowest close since August 28.	The Nikkei average ended trading down 183 percent at 1031004 a fourweek low	1
Sources who knew of the bidding said last week that cable TV company Comcast Corp. was also looking at VUE.	Late last week sources told Reuters cable TV company Comcast Corp CMCSAO also was looking at buying VUE assets	1
Last year, Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles.	Cuban officials said that last year none of about two dozen nominated Cuban musicians received US visas in time to attend the Latin Grammys	1
Berry repeated that performance with his second wife, whom he married and divorced twice (most recently in 1991).	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.	0
However, the standards body warns that changes to Internet Explorer may affect a large number of existing Web sites.	The impact of naturalgas shortages will touch virtually every American Energy Secretary Spencer Abraham warned yesterday	0
Daren and Barbara Jensen refused to heed doctors' recommendation of chemotherapy, fearing the treatment would stunt Parker's growth and leave him sterile.	Doctors have advised that the boy get chemotherapy but Daren and Barbara Jensen have refused fearing the treatment would stunt Parkers growth and leave him sterile	1
And two key shuttle program leaders were out of town during the flight.	The newspaper also reported that two key leaders were out of town during part of Columbias flight	1
Dr. William Winkenwerder, assistant secretary of Defense for health affairs, said the vaccine poses little danger.	We stand behind this program said Dr William Winkenwerder assistant secretary of defense for health affairs	1
The tuxedo shop was used as a front for laundering proceeds from a stolen credit cards.	The governor said the use of the credit card was a mistake and has since reimbursed the party for the expense	0
The broad Standard & Poor's 500 <.SPX> eased 0.37 of a point, or 0.03 percent, at 1,121.	The Standard  Poors 500 Index SPX slipped 026 point or 002 percent to 112196	0
Her proposal to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds.	An amendment by Rep Ellen Tauscher of California to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds	1
So far the only declared major party candidate is Rep. Darrell Issa, a Republican who has spent $1.5 million of his own money to fund the recall.	The only announced Republican to replace Davis is Rep Darrell Issa of Vista who has spent 171 million of his own money to force a recall	1
Dr Blix said: I don't know exactly how they calculated this figure.	Scientists are working to determine how exactly how acrylamide is formed in food	0
It's a blond-haired woman wearing a Cartier watch on her wrist, the source said.	Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection	0
National Constitution Center President Joseph Torsella was hit in the head and knocked to his knees.	The centers president Joseph Torsella was struck on the head but was able to walk to an ambulance	0
When you crossed the line, you violated the constitutional right, said Charles Weisselberg, who teaches law at the University of California, Berkeley.	But the justices ruled that the police supervisor who repeatedly questioned Mr Martinez as he screamed in pain did not violate his Fifth Amendment rights	0
The city index outperformed the Dow Jones industrial average, which rose 2.9 percent during the four-day trading week.	In morning trading the Dow Jones industrial average was up 12151 or 14 percent at 883269	0
After losing as much as 84.56 earlier, the Dow Jones industrial average closed up 22.81, or 0.2 percent, at 9,340.45.	In midday trading the Dow Jones industrial average lost 6884 or 07 percent to 924880	0
We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary, said Gilles W. Burger, State Board of Elections chairman.	We believe we are fully prepared to roll out the revised Diebold machines said Gilles W Burger chairman of the Maryland State Board of Elections	1
In Virginia, Mr. Kilgore, a Republican, accused the court of undermining Virginia's right to pass legislation that reflects the views and values of our citizens.	The sentence reflects the seriousness with which our office and the courts views these crimes Spitzer said in a statement	0
Mr Abbas said: Every day without an agreement is an opportunity that was lost.	Acting Police Chief Francisco Ortiz said the explosion was being treated as a criminal matter but no possibility had been ruled out	0
Seven Democratic presidential candidates have arranged to address the group, according to The Associated Press.	Washington, however, said more was needed to prevent complaints being filed in the first place.	0
U.S. corporate bond yield spreads ended mostly tighter amid slumping Treasuries on Tuesday, while bonds of tobacco firms widened significantly after an adverse legal ruling on Philip Morris USA.	US corporate bond yield spreads opened tighter overall on Tuesday but tobacco company bonds widened significantly after an adverse legal ruling on Philip Morris USA	1
More than 60 per cent of its 1,000 employees at the time were killed.	More than 60 percent of the companys 1000 employees were killed in the attack	1
Berry also married and divorced his second wife twice, most recently in 1991.	Istomin later married Casals widow Marta after Casals death in 1973	0
Disney spokeswoman Rena Callahan said the safety and enjoyment of its guests were the only reasons the company wanted the no-fly zones, and wants them kept in place.	Disney has repeatedly said the safety and enjoyment of its guests were the reasons the company wanted the nofly zones and wants them maintained	1
Twenty-seven Iraqis were killed, pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein's fallen regime.	They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery.	0
Egyptologists cast doubt Tuesday on an expedition's claim that it may have found the mummy of Queen Nefertiti, one of the best-known ancient Egyptians.	Egyptologists think they may have identified the longsought mummy of Queen Nefertiti one of the ancient worlds legendary beauties	1
There are some who feel like conditions are such that they can attack us there, Bush told reporters at the White House on Wednesday.	There are some who feel like the conditions are such that they can attack us there	1
Aquila is short of cash, and Avon bondholders at one point feared it may default on interest payments.	Avon bondholders have no recourse to Midlandss assets and at one point feared Aquila would default on interest payments	1
On Friday, U.S. Attorney Roslynn Mauskopf said she would take over the probe from District Attorney William Murphy.	At a news conference on Staten Island US Attorney Roslynn Mauskopf announced she would be taking over the probe from District Attorney William Murphy	1
Variable annuity sales were $4.2 billion, 82 percent higher than a year ago.	Variable annuity sales surged 82 percent to 42 billion	1
Emergency crews said no passenger was ejected, but some were thrown partly out of the open side of the bus.	This man gambled with our lives and we the passengers lost said Andres Rivera Jr who was also on the bus	0
Officials tentatively planned to burn about 2,000 acres of dense forest by dropping incendiary devices from the air, aiming to remove fuel from the wildfire's path.	That fire the largest wildfire in state history charred 469000 acres and destroyed 491 homes in surrounding communities	0
Local police authorities are treating the explosion as a criminal matter and nothing has been ruled out.	Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter	1
Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said investigators are considering the scenario.	Tom Kraynak manager of operations and resources for the Canton Ohiobased East Central Area Reliability Council said that scenario is one among many that investigators are considering	1
Brando said that somebody ought to put a bullet through her head, according to the defense.	At this point Mr Brando announced Somebody ought to put a bullet through her head the motion continued	1
The broadside came during the recording on Saturday night of a Christmas concert attended by top Vatican cardinals, bishops and many elite of Italian society, witnesses said.	Spring has arrived in Estonia  were back in Europe Juhan Parts prime minister told a news conference last night	0
In a major setback to consumers, a federal judge granted the government's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada.	This sale is part of our efforts to simplify our Foodservice Products business and improve its cost structure, Multifoods chairman and chief executive officer Gary Costley said.	0
The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal.	Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items.	0
The poll, conducted by KRC Communications Research of Newton, was taken Wednesday and Thursday.	The noshows were Sens John Kerry of Massachusetts and Bob Graham of Florida	1
Dr Mark McClean, the family's GP, said had the drug been administered to Jonathan earlier, he would have retained more of his brain function.	Imagine that in someones fucking brain Klebold said	0
Officer Evans had declined written and telephone requests for an interview.	Stanford (46-15) takes on South Carolina today at 11 a.m. in the first game of the College World Series.	0
Gov. Bob Riley proposed the budget cuts after Alabama voters rejected his $1.2 billion tax plan Sept. 9.	After Alabama voters rejected his 12 billion tax plan Sept 9 Riley forecast significant cuts in state programs	1
Researchers at Sweden's Karolinska Institute reanalyzed data from more than 2,000 infants who had been treated with radiation for a benign birthmark condition between 1930 and 1959.	By comparison the proportion of people with a BMI of 50 or above increased by a factor of five — from about 1 in 2000 to one in 400	0
Residents of 220 homes forced out of their houses Sunday returned Monday, many to flooded basements or lower floors.	Fires in Spains Extremadura region which borders Portugal have forced hundreds of people to evacuate their homes	0
But the settlement also defers any payment to investors, potentially for years, until the securities lawsuits against the brokerage firms are resolved.	Any payment to investors will be delayed potentially for years until the securities lawsuits against the brokerage firms are resolved	1
Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.	People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants said Pinal County Sheriff Roger Vanderpool	1
The word Advent, from Latin, means the coming.	Tom Kasmer a 14yearold from Belmont NC got a word that sounded like zistee during yesterdays competition	0
We don't want to go to war with anybody . . . it's always very much a last resort, and one to be avoided.	Nobody wants to go to war with anybody about anything  its always very much a last resort thing and one to be avoided Mr Howard told Sydney radio	1
A prosecutor says Dorchester County parents were responsible for the death of their a 6-year-old autistic son, whose body was found in a pond near the family home.	St George A prosecutor says a Dorchester County couple was responsible for the death of their 6yearold autistic son whose body was found in a pond near the family home	1
Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.	Platinum prices soared to 23year highs earlier this year after US President George W Bush proposed investing 12 billion for research on fuel cellpowered vehicles	1
Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery next year.	Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier	0
The 30-year bond US30YT=RR slid 1-10/32 for a yield of 4.30 percent, up from 4.23 percent.	Likewise the 30year bond US30YTRR slid 2332 for a yield of 434 percent up from 430 percent	1
